Name,Country,Position,Goals,Assists,Tackles,Saves,Club,League,League_Website
Kamal Miller,Canada,DF,0,0,0,0,CF Montreal,Unknown,Unknown
Sam Adekugbe,Canada,DF,0,0,0,0,Hatayspor,Unknown,Unknown
Joel Waterman,Canada,DF,0,0,0,0,CF Montreal,Unknown,Unknown
Derek Cornelius,Canada,DF,0,0,0,0,Panetolikos,Unknown,Unknown
Atiba Hutchinson,Canada,MF,0,0,0,0,Besiktas,Unknown,Unknown
Jonathan Osorio,Canada,MF,0,0,0,0,Toronto FC,Unknown,Unknown
Stephen Eustaquio,Canada,MF,0,0,0,0,FC Porto,Unknown,Unknown
Liam Fraser,Canada,MF,0,0,0,0,Deinze,Unknown,Unknown
Samuel Piette,Canada,MF,0,0,0,0,CF Montreal,Unknown,Unknown
Mark-Anthony Kaye,Canada,MF,0,0,0,0,Toronto FC,Unknown,Unknown
Ismael Kone,Canada,MF,0,0,0,0,CF Montreal,Unknown,Unknown
David Wotherspoon,Canada,MF,0,0,0,0,St Johnstone FC,Unknown,Unknown
Alphonso Davies,Canada,FW,0,0,0,0,Bayern Munich,Unknown,Unknown
Jonathan David,Canada,FW,0,0,0,0,Lille,Unknown,Unknown
Cyle Larin,Canada,FW,0,0,0,0,Club Brugge,Unknown,Unknown
Ike Ugbo,Canada,FW,0,0,0,0,Troyes,Unknown,Unknown
Lucas Cavallini,Canada,FW,0,0,0,0,Vancouver Whitecaps,Unknown,Unknown
Tajon Buchanan,Canada,FW,0,0,0,0,Club Brugge,Unknown,Unknown
Junior Hoilett,Canada,FW,0,0,0,0,Reading,Unknown,Unknown
Liam Millar,Canada,FW,0,0,0,0,Basel,Unknown,Unknown
Yassine Bounou,Morocco,GK,0,0,0,0,Sevilla,Unknown,Unknown
Munir El Kajoui,Morocco,GK,0,0,0,0,Al Wehda,Unknown,Unknown
Ahmed Reda Tagnaouti,Morocco,GK,0,0,0,0,Wydad Casablanca,Unknown,Unknown
Nayef Aguerd,Morocco,DF,0,0,0,0,West Ham United,Unknown,Unknown
Yahia Attiat Allah,Morocco,DF,0,0,0,0,Wydad Casablanca,Unknown,Unknown
Badr Benoun,Morocco,DF,0,0,0,0,Qatar SC,Unknown,Unknown
Achraf Dari,Morocco,DF,0,0,0,0,Stade Brest,Unknown,Unknown
Jawad El Yamiq,Morocco,DF,0,0,0,0,Real Valladolid,Unknown,Unknown
Achraf Hakimi,Morocco,DF,0,0,0,0,Paris Saint-Germain,Unknown,Unknown
Noussair Mazraoui,Morocco,DF,0,0,0,0,Bayern Munich,Unknown,Unknown
Romain Saiss,Morocco,DF,0,0,0,0,Besiktas,Unknown,Unknown
Sofyan Amrabat,Morocco,MF,0,0,0,0,Fiorentina,Unknown,Unknown
Selim Amallah,Morocco,MF,0,0,0,0,Standard Liege,Unknown,Unknown
Bilal El Khannouss,Morocco,MF,0,0,0,0,Racing Genk,Unknown,Unknown
Yahya Jabrane,Morocco,MF,0,0,0,0,Wydad Casablanca,Unknown,Unknown
Azzedine Ounahi,Morocco,MF,0,0,0,0,Angers,Unknown,Unknown
Abdelhamid Sabiri,Morocco,MF,0,0,0,0,Sampdoria,Unknown,Unknown
Zakaria Aboukhlal,Morocco,FW,0,0,0,0,Toulouse,Unknown,Unknown
Soufiane Boufal,Morocco,FW,0,0,0,0,Angers,Unknown,Unknown
Ilias Chair,Morocco,FW,0,0,0,0,Queens Park Rangers,Unknown,Unknown
Walid Cheddira,Morocco,FW,0,0,0,0,Bari,Unknown,Unknown
Youssef En-Nesyri,Morocco,FW,0,0,0,0,Sevilla,Unknown,Unknown
Abde Ezzalzouli,Morocco,FW,0,0,0,0,Osasuna,Unknown,Unknown
Abderrazak Hamdallah,Morocco,FW,0,0,0,0,Al Ittihad,Unknown,Unknown
Anass Zaroury,Morocco,FW,0,0,0,0,Burnley,Unknown,Unknown
Hakim Ziyech,Morocco,FW,0,0,0,0,Chelsea,Unknown,Unknown
Dominik Livakovic,Croatia,GK,0,0,0,0,Dinamo Zagreb,Unknown,Unknown
Ivica Ivusic,Croatia,GK,0,0,0,0,Osijek,Unknown,Unknown
Ivo Grbic,Croatia,GK,0,0,0,0,Atletico Madrid,Unknown,Unknown
Domagoj Vida,Croatia,DF,0,0,0,0,AEK Athens,Unknown,Unknown
Dejan Lovren,Croatia,DF,0,0,0,0,Zenit Saint Petersburg,Unknown,Unknown
Borna Barisic,Croatia,DF,0,0,0,0,Rangers,Unknown,Unknown
Josip Juranovic,Croatia,DF,0,0,0,0,Celtic,Unknown,Unknown
Josko Gvardiol,Croatia,DF,0,0,0,0,RB Leipzig,Unknown,Unknown
Borna Sosa,Croatia,DF,0,0,0,0,Stuttgart,Unknown,Unknown
Josip Stanisic,Croatia,DF,0,0,0,0,Bayern Munich,Unknown,Unknown
Martin Erlic,Croatia,DF,0,0,0,0,Sassuolo,Unknown,Unknown
Josip Sutalo,Croatia,DF,0,0,0,0,Dinamo Zagreb,Unknown,Unknown
Luka Modric,Croatia,MF,0,0,0,0,Real Madrid,Unknown,Unknown
Mateo Kovacic,Croatia,MF,0,0,0,0,Chelsea,Unknown,Unknown
Marcelo Brozovic,Croatia,MF,0,0,0,0,Inter Milan,Unknown,Unknown
Mario Pasalaic,Croatia,MF,0,0,0,0,Atalanta,Unknown,Unknown
Nikola Vlasic,Croatia,MF,0,0,0,0,Torino,Unknown,Unknown
Lovro Majer,Croatia,MF,0,0,0,0,Rennes,Unknown,Unknown
Kristijan Jakic,Croatia,MF,0,0,0,0,Eintracht Frankfurt,Unknown,Unknown
Luka Sucic,Croatia,MF,0,0,0,0,Red Bull Salzburg,Unknown,Unknown
Ivan Perisic,Croatia,FW,0,0,0,0,Tottenham,Unknown,Unknown
Andrej Kramaric,Croatia,FW,0,0,0,0,1899 Hoffenheim,Unknown,Unknown
Bruno Petkovic,Croatia,FW,0,0,0,0,Dinamo Zagreb,Unknown,Unknown
Mislav Orsic,Croatia,FW,0,0,0,0,Dinamo Zagreb,Unknown,Unknown
Ante Budimir,Croatia,FW,0,0,0,0,Osasuna,Unknown,Unknown
Marko Livaja,Croatia,FW,0,0,0,0,Hajduk Split,Unknown,Unknown
Alisson,Brazil,GK,0,0,0,0,Liverpool,Unknown,Unknown
Ederson,Brazil,GK,0,0,0,0,Man City,Unknown,Unknown
Weverton,Brazil,GK,0,0,0,0,Palmeiras,Unknown,Unknown
Dani Alves,Brazil,DF,0,0,0,0,Pumas,Unknown,Unknown
Danilo,Brazil,DF,0,0,0,0,Juventus,Unknown,Unknown
Alex Sandro,Brazil,DF,0,0,0,0,Juventus,Unknown,Unknown
Alex Telles,Brazil,DF,0,0,0,0,Seville,Unknown,Unknown
Bremer,Brazil,DF,0,0,0,0,Juventus,Unknown,Unknown
Eder Militao,Brazil,DF,0,0,0,0,Real Madrid,Unknown,Unknown
Marquinhos,Brazil,DF,0,0,0,0,PSG,Unknown,Unknown
Thiago Silva,Brazil,DF,0,0,0,0,Chelsea,Unknown,Unknown
Bruno Guimaraes,Brazil,MF,0,0,0,0,Newcastle,Unknown,Unknown
Casemiro,Brazil,MF,0,0,0,0,Manchester United,Unknown,Unknown
Everton Ribeiro,Brazil,MF,0,0,0,0,Flamengo,Unknown,Unknown
Fabinho,Brazil,MF,0,0,0,0,Liverpool,Unknown,Unknown
Fred,Brazil,MF,0,0,0,0,Manchester United,Unknown,Unknown
Lucas Paqueta,Brazil,MF,0,0,0,0,West Ham,Unknown,Unknown
Antony,Brazil,FW,0,0,0,0,Manchester United,Unknown,Unknown
Gabriel Jesus,Brazil,FW,0,0,0,0,Arsenal,Unknown,Unknown
Gabriel Martinelli,Brazil,FW,0,0,0,0,Arsenal,Unknown,Unknown
Neymar,Brazil,FW,0,0,0,0,PSG,Unknown,Unknown
Pedro,Brazil,FW,0,0,0,0,Flamengo,Unknown,Unknown
Raphinha,Brazil,FW,0,0,0,0,Barcelona,Unknown,Unknown
Richarlison,Brazil,FW,0,0,0,0,Tottenham,Unknown,Unknown
Rodrygo,Brazil,FW,0,0,0,0,Real Madrid,Unknown,Unknown
Vinicius Jr,Brazil,FW,0,0,0,0,Real Madrid,Unknown,Unknown
Marko Dmitrovic,Serbia,GK,0,0,0,0,Sevilla,Unknown,Unknown
Predrag Rajkovic,Serbia,GK,0,0,0,0,Mallorca,Unknown,Unknown
Vanja Milinkovic-Savic,Serbia,GK,0,0,0,0,Torino,Unknown,Unknown
Stefan Mitrovic,Serbia,DF,0,0,0,0,Getafe,Unknown,Unknown
Nikola Milenkovic,Serbia,DF,0,0,0,0,Fiorentina,Unknown,Unknown
Strahinja Pavlovic,Serbia,DF,0,0,0,0,Red Bull Salzburg,Unknown,Unknown
Milos Veljkovic,Serbia,DF,0,0,0,0,Werder Bremen,Unknown,Unknown
Filip Mladenovic,Serbia,DF,0,0,0,0,Legia Warsaw,Unknown,Unknown
Strahinja Erakovic,Serbia,DF,0,0,0,0,Red Star Belgrade,Unknown,Unknown
Srdjan Babic,Serbia,DF,0,0,0,0,Almeria,Unknown,Unknown
Nemanja Gudelj,Serbia,MF,0,0,0,0,Sevilla,Unknown,Unknown
Sergej Milinkovic-Savic,Serbia,MF,0,0,0,0,Lazio,Unknown,Unknown
Sasa Lukic,Serbia,MF,0,0,0,0,Torino,Unknown,Unknown
Marko Grujic,Serbia,MF,0,0,0,0,Porto,Unknown,Unknown
Filip Kostic,Serbia,MF,0,0,0,0,Juventus,Unknown,Unknown
Uros Racic,Serbia,MF,0,0,0,0,Braga,Unknown,Unknown
on loan from Valencia),Serbia,MF,0,0,0,0,Braga,Unknown,Unknown
Nemanja Maksimovic,Serbia,MF,0,0,0,0,Getafe,Unknown,Unknown
Ivan Ilic,Serbia,MF,0,0,0,0,Hellas Verona,Unknown,Unknown
Andrija Zivkovic,Serbia,MF,0,0,0,0,PAOK,Unknown,Unknown
Darko Lazovic,Serbia,MF,0,0,0,0,Hellas Verona,Unknown,Unknown
Dusan Tadic,Serbia,FW,0,0,0,0,Ajax,Unknown,Unknown
Aleksandar Mitrovic,Serbia,FW,0,0,0,0,Fulham,Unknown,Unknown
Dusan Vlahovic,Serbia,FW,0,0,0,0,Juventus,Unknown,Unknown
Filip Duricic,Serbia,FW,0,0,0,0,Sampdoria,Unknown,Unknown
Luka Jovic,Serbia,FW,0,0,0,0,Fiortentina,Unknown,Unknown
Nemanja Radonjic,Serbia,FW,0,0,0,0,Torino,Unknown,Unknown
Gregor Kobel,Switzerland,GK,0,0,0,0,Borussia Dortmund,Unknown,Unknown
Philipp Kohn,Switzerland,GK,0,0,0,0,RB Salzburg,Unknown,Unknown
Jonas Omlin,Switzerland,GK,0,0,0,0,Montpellier,Unknown,Unknown
Yann Sommer,Switzerland,GK,0,0,0,0,Borussia Monchengladbach,Unknown,Unknown
Manuel Akanji,Switzerland,DF,0,0,0,0,Manchester City,Unknown,Unknown
Eray Comert,Switzerland,DF,0,0,0,0,Valencia,Unknown,Unknown
Nico Elvedi,Switzerland,DF,0,0,0,0,Borussia Monchengladbach,Unknown,Unknown
Ricardo Rodriguez,Switzerland,DF,0,0,0,0,Torino,Unknown,Unknown
Fabian Schar,Switzerland,DF,0,0,0,0,Newcastle United,Unknown,Unknown
Silvan Widmer,Switzerland,DF,0,0,0,0,Mainz,Unknown,Unknown
Granit Xhaka,Switzerland,MF,0,0,0,0,Arsenal,Unknown,Unknown
Edimilson Fernandes,Switzerland,MF,0,0,0,0,Mainz,Unknown,Unknown
Fabian Frei,Switzerland,MF,0,0,0,0,Basel,Unknown,Unknown
Remo Freuler,Switzerland,MF,0,0,0,0,Nottingham Forest,Unknown,Unknown
Ardon Jashari,Switzerland,MF,0,0,0,0,Luzern,Unknown,Unknown
Fabian Rieder,Switzerland,MF,0,0,0,0,Young Boys,Unknown,Unknown
Xherdan Shaqiri,Switzerland,MF,0,0,0,0,Chicago Fire,Unknown,Unknown
Djibril Sow,Switzerland,MF,0,0,0,0,Eintracht Frankfurt,Unknown,Unknown
Renato Steffen,Switzerland,MF,0,0,0,0,Lugano,Unknown,Unknown
Denis Zakaria,Switzerland,MF,0,0,0,0,Chelsea,Unknown,Unknown
Michel Aebischer,Switzerland,MF,0,0,0,0,Bologna,Unknown,Unknown
Breel Embolo,Switzerland,FW,0,0,0,0,Monaco,Unknown,Unknown
Christian Fassnacht,Switzerland,FW,0,0,0,0,Young Boys,Unknown,Unknown
Noah Okafor,Switzerland,FW,0,0,0,0,RB Salzburg,Unknown,Unknown
Haris Seferovic,Switzerland,FW,0,0,0,0,Galatasaray,Unknown,Unknown
Ruben Vargas,Switzerland,FW,0,0,0,0,Augsburg,Unknown,Unknown
Devis Epassy,Cameroon,GK,0,0,0,0,Abha Club,Unknown,Unknown
Simon Ngapandouetnbu,Cameroon,GK,0,0,0,0,Marseille,Unknown,Unknown
Andre Onana,Cameroon,GK,0,0,0,0,Inter Milan,Unknown,Unknown
Jean-Charles Castelletto,Cameroon,DF,0,0,0,0,Nantes,Unknown,Unknown
Enzo Ebosse,Cameroon,DF,0,0,0,0,Udinese,Unknown,Unknown
Collins Fai,Cameroon,DF,0,0,0,0,Al Tai,Unknown,Unknown
Olivier Mbaizo,Cameroon,DF,0,0,0,0,Philadelphia Union,Unknown,Unknown
Nicolas Nkoulou,Cameroon,DF,0,0,0,0,Aris Salonika,Unknown,Unknown
Tolo Nouhou,Cameroon,DF,0,0,0,0,Seattle Sounders,Unknown,Unknown
Christopher Wooh,Cameroon,DF,0,0,0,0,Stade Rennes,Unknown,Unknown
Martin Hongla,Cameroon,MF,0,0,0,0,Verona,Unknown,Unknown
Pierre Kunde,Cameroon,MF,0,0,0,0,Olympiakos,Unknown,Unknown
Olivier Ntcham,Cameroon,MF,0,0,0,0,Swansea City,Unknown,Unknown
Gael Ondoua,Cameroon,MF,0,0,0,0,Hannover 96,Unknown,Unknown
Samuel Oum Gouet,Cameroon,MF,0,0,0,0,Mechelen,Unknown,Unknown
Andre-Frank Zambo Anguissa,Cameroon,MF,0,0,0,0,Napoli,Unknown,Unknown
Vincent Aboubakar,Cameroon,FW,0,0,0,0,Al Nassr,Unknown,Unknown
Christian Bassogog,Cameroon,FW,0,0,0,0,Shanghai Shenhua,Unknown,Unknown
Eric-Maxim Choupo Moting,Cameroon,FW,0,0,0,0,Bayern Munich,Unknown,Unknown
Souaibou Marou,Cameroon,FW,0,0,0,0,Coton Sport,Unknown,Unknown
Bryan Mbeumo,Cameroon,FW,0,0,0,0,Brentford,Unknown,Unknown
Nicolas Moumi Ngamaleu,Cameroon,FW,0,0,0,0,Young Boys Berne,Unknown,Unknown
Jerome Ngom,Cameroon,FW,0,0,0,0,Colombe Dja,Unknown,Unknown
Georges-Kevin Nkoudou,Cameroon,FW,0,0,0,0,Besiktas,Unknown,Unknown
Jean-Pierre Nsame,Cameroon,FW,0,0,0,0,Young Boys Berne,Unknown,Unknown
Karl Toko Ekambi,Cameroon,FW,0,0,0,0,Lyon,Unknown,Unknown
Diogo Costa,Portugal,GK,0,0,0,0,Porto,Unknown,Unknown
Jose Sa,Portugal,GK,0,0,0,0,Wolves,Unknown,Unknown
Rui Patricio,Portugal,GK,0,0,0,0,Roma,Unknown,Unknown
Diogo Dalot,Portugal,DF,0,0,0,0,Manchester United,Unknown,Unknown
Joao Cancelo,Portugal,DF,0,0,0,0,Manchester City,Unknown,Unknown
Danilo Pereira,Portugal,DF,0,0,0,0,PSG,Unknown,Unknown
Pepe,Portugal,DF,0,0,0,0,Porto,Unknown,Unknown
Ruben Dias,Portugal,DF,0,0,0,0,Manchester City,Unknown,Unknown
Antonio Silva,Portugal,DF,0,0,0,0,Benfica,Unknown,Unknown
Nuno Mendes,Portugal,DF,0,0,0,0,PSG,Unknown,Unknown
Raphael Guerreiro,Portugal,DF,0,0,0,0,Borussia Dortmund,Unknown,Unknown
Joao Palhinha,Portugal,MF,0,0,0,0,Fulham,Unknown,Unknown
Ruben Neves,Portugal,MF,0,0,0,0,Wolves,Unknown,Unknown
Bernardo Silva,Portugal,MF,0,0,0,0,Manchester City,Unknown,Unknown
Bruno Fernandes,Portugal,MF,0,0,0,0,Manchester United,Unknown,Unknown
Joao Mario,Portugal,MF,0,0,0,0,Benfica,Unknown,Unknown
Matheus Nunes,Portugal,MF,0,0,0,0,Wolves,Unknown,Unknown
Otavio Monteiro,Portugal,MF,0,0,0,0,Porto,Unknown,Unknown
Vitinha,Portugal,MF,0,0,0,0,PSG,Unknown,Unknown
William Carvalho,Portugal,MF,0,0,0,0,Real Betis,Unknown,Unknown
Andre Silva,Portugal,FW,0,0,0,0,RB Leipzig,Unknown,Unknown
Cristiano Ronaldo,Portugal,FW,0,0,0,0,Manchester United,Unknown,Unknown
Goncalo Ramos,Portugal,FW,0,0,0,0,Benfica,Unknown,Unknown
Joao Felix,Portugal,FW,0,0,0,0,Atletico Madrid,Unknown,Unknown
Rafael Leao,Portugal,FW,0,0,0,0,AC Milan,Unknown,Unknown
Ricardo Horta,Portugal,FW,0,0,0,0,Braga,Unknown,Unknown
Manaf Nurudeen,Ghana,GK,0,0,0,0,Eupen,Unknown,Unknown
Danlad Ibrahim,Ghana,GK,0,0,0,0,Asante Kotoko Lawrence Ati Zigi,Unknown,Unknown
Denis Odoi,Ghana,DF,0,0,0,0,Fulham,Unknown,Unknown
Tariq Lamptey,Ghana,DF,0,0,0,0,Brighton,Unknown,Unknown
Alidu Seidu,Ghana,DF,0,0,0,0,Clermont,Unknown,Unknown
Daniel Amartey,Ghana,DF,0,0,0,0,Leicester,Unknown,Unknown
Joseph Aidoo,Ghana,DF,0,0,0,0,Celta Vigo,Unknown,Unknown
Alexander Djiku,Ghana,DF,0,0,0,0,Strasbourg,Unknown,Unknown
Mohammed Salisu,Ghana,DF,0,0,0,0,Southampton Abdul-Rahman Baba,Unknown,Unknown
Andre Ayew,Ghana,MF,0,0,0,0,Al-Sadd Thomas Partey,Unknown,Unknown
Salis Abdul Samed,Ghana,MF,0,0,0,0,Lens,Unknown,Unknown
Mohammed Kudus,Ghana,MF,0,0,0,0,Ajax,Unknown,Unknown
Daniel Kofi Kyereh,Ghana,MF,0,0,0,0,Freiburg,Unknown,Unknown
Daniel Barnieh Afriyie,Ghana,FW,0,0,0,0,Hearts of Oak,Unknown,Unknown
Kamal Sowah,Ghana,FW,0,0,0,0,Club Brugge,Unknown,Unknown
Issahaku Abdul Fatawu,Ghana,FW,0,0,0,0,Sporting Lisbon,Unknown,Unknown
Osman Bukari,Ghana,FW,0,0,0,0,Red Star Belgrade,Unknown,Unknown
Inaki Williams,Ghana,FW,0,0,0,0,Athletic Bilbao,Unknown,Unknown
Antoine Semenyo,Ghana,FW,0,0,0,0,Bristol City,Unknown,Unknown
Jordan Ayew,Ghana,FW,0,0,0,0,Crystal Palace Kamaldeen Sulemana,Unknown,Unknown
Fernando Muslera,Uruguay,GK,0,0,0,0,Galatasaray,Unknown,Unknown
Sergio Rochet,Uruguay,GK,0,0,0,0,Nacional,Unknown,Unknown
Sebastian Sosa,Uruguay,GK,0,0,0,0,Independiente,Unknown,Unknown
Ronald Araujo,Uruguay,DF,0,0,0,0,Barcelona,Unknown,Unknown
Martin Caceres,Uruguay,DF,0,0,0,0,LA Galaxy,Unknown,Unknown
Sebastian Coates,Uruguay,DF,0,0,0,0,Sporting Lisbon,Unknown,Unknown
Jose Gimenez,Uruguay,DF,0,0,0,0,Atletico Madrid,Unknown,Unknown
Diego Godin,Uruguay,DF,0,0,0,0,Velez Sarsfield,Unknown,Unknown
Mathias Olivera,Uruguay,DF,0,0,0,0,Napoli,Unknown,Unknown
Jose Rodriguez,Uruguay,DF,0,0,0,0,Nacional,Unknown,Unknown
Guillermo Varela,Uruguay,DF,0,0,0,0,Flamengo,Unknown,Unknown
Matias Vina,Uruguay,DF,0,0,0,0,Roma,Unknown,Unknown
Rodrigo Bentancur,Uruguay,MF,0,0,0,0,Tottenham,Unknown,Unknown
Nicolas De Cruz,Uruguay,MF,0,0,0,0,River Plate,Unknown,Unknown
Facundo Pellistri,Uruguay,MF,0,0,0,0,Man Utd,Unknown,Unknown
Lucas Torreira,Uruguay,MF,0,0,0,0,Galatasaray,Unknown,Unknown
Manuel Ugarte,Uruguay,MF,0,0,0,0,Sporting Lisbon,Unknown,Unknown
Federico Valverde,Uruguay,MF,0,0,0,0,Real Madrid,Unknown,Unknown
Matias Vecino,Uruguay,MF,0,0,0,0,Lazio,Unknown,Unknown
Luis Suarez,Uruguay,FW,0,0,0,0,Nacional,Unknown,Unknown
Darwin Nunez,Uruguay,FW,0,0,0,0,Liverpool,Unknown,Unknown
Maxi Gomez,Uruguay,FW,0,0,0,0,Trabzonspor,Unknown,Unknown
Edinson Cavani,Uruguay,FW,0,0,0,0,Valencia,Unknown,Unknown
Agustin Canobbio,Uruguay,FW,0,0,0,0,Athletico Paranense,Unknown,Unknown
Giorgian De Arrascaeta,Uruguay,FW,0,0,0,0,Flamengo,Unknown,Unknown
Facundo Torres,Uruguay,FW,0,0,0,0,Orlando City,Unknown,Unknown
Kim Seung-gyu,South Korea,GK,0,0,0,0,Al Shabab,Unknown,Unknown
Jo Hyeon-woo,South Korea,GK,0,0,0,0,Ulsan Hyundai,Unknown,Unknown
Song Bum-keun,South Korea,GK,0,0,0,0,Jeonbuk Motors,Unknown,Unknown
Kim Min-jae,South Korea,DF,0,0,0,0,Napoli,Unknown,Unknown
Kim Jin-su,South Korea,DF,0,0,0,0,Jeonbuk Motors,Unknown,Unknown
Hong Chul,South Korea,DF,0,0,0,0,Daegu FC,Unknown,Unknown
Kim Moon-hwan,South Korea,DF,0,0,0,0,Jeonbuk Motors,Unknown,Unknown
Yoon Jong-gyu,South Korea,DF,0,0,0,0,FC Seoul,Unknown,Unknown
Kim Young-gwon,South Korea,DF,0,0,0,0,Ulsan Hyundai,Unknown,Unknown
Kim Tae-hwan,South Korea,DF,0,0,0,0,Ulsan Hyundai,Unknown,Unknown
Kwon Kyung-won,South Korea,DF,0,0,0,0,Gamba Osaka,Unknown,Unknown
Cho Yu-min,South Korea,DF,0,0,0,0,Daejon Citizen,Unknown,Unknown
Jung Woo-young,South Korea,MF,0,0,0,0,Al Sadd,Unknown,Unknown
Na Sang-ho,South Korea,MF,0,0,0,0,FC Seoul,Unknown,Unknown
Paik Seung-ho,South Korea,MF,0,0,0,0,Jeonbuk Motors,Unknown,Unknown
Son Jun-ho,South Korea,MF,0,0,0,0,Shandong Taishan,Unknown,Unknown
Song Min-kyu,South Korea,MF,0,0,0,0,Jeonbuk Motors,Unknown,Unknown
Kwon Chang-hoon,South Korea,MF,0,0,0,0,Gimcheon Sangmu,Unknown,Unknown
Lee Jae-sung,South Korea,MF,0,0,0,0,Mainz,Unknown,Unknown
Hwang Hee-chan,South Korea,MF,0,0,0,0,Wolverhampton Wanderers,Unknown,Unknown
Hwang In-beom,South Korea,MF,0,0,0,0,Olympiacos,Unknown,Unknown
Jeong Woo-yeong,South Korea,MF,0,0,0,0,Freiburg,Unknown,Unknown
Lee Kang-in,South Korea,MF,0,0,0,0,Real Mallorca,Unknown,Unknown
Hwang Ui-jo,South Korea,FW,0,0,0,0,Olympiacos,Unknown,Unknown
Cho Gue-sung,South Korea,FW,0,0,0,0,Jeonbuk Motors,Unknown,Unknown
Son Heung-min,South Korea,FW,0,0,0,0,Tottenham Hotspur,Unknown,Unknown
